scientific_name,birdnet_id,common_name_fr,common_name_en,is_bird,peak_share,mean_share,status,weekly
Zapornia parva,BN15989,Marouette poussin,Little Crake,1,0.297,0.068,passage,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.04 0.10 0.19 0.25 0.28 0.30 0.28 0.24 0.17 0.13 0.08 0.05 0.04 0.04 0.03 0.04 0.04 0.06 0.07 0.08 0.10 0.11 0.11 0.10 0.09 0.08 0.06 0.04 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Pterocles alchata,BN12553,Ganga cata,Pin-tailed Sandgrouse,1,0.081,0.068,resident,0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.07 0.07 0.07 0.08 0.08
Aquila adalberti,BN01103,Aigle ibérique,Spanish Imperial Eagle,1,0.072,0.068,resident,0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07
Aythya affinis,BN01545,Petit Fuligule,Lesser Scaup,1,0.172,0.067,winter,0.17 0.17 0.17 0.16 0.15 0.14 0.13 0.12 0.12 0.10 0.09 0.07 0.06 0.06 0.05 0.04 0.02 0.02 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.02 0.02 0.04 0.04 0.05 0.07 0.08 0.10 0.11 0.14 0.15 0.17 0.17 0.17
Psophus stridulus,BN12521,Œdipode stridulante,Rattle Grasshopper,0,0.23,0.065,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.07 0.11 0.15 0.17 0.19 0.21 0.23 0.23 0.23 0.23 0.22 0.21 0.20 0.18 0.15 0.12 0.08 0.06 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00
Cyanopica cooki,BN04163,Pie-bleue ibérique,Iberian Magpie,1,0.08,0.065,resident,0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.07 0.06 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.08 0.08 0.08 0.07 0.07 0.07
Loxia pytyopsittacus,BN08141,Bec-croisé perroquet,Parrot Crossbill,1,0.175,0.065,winter,0.17 0.17 0.17 0.15 0.13 0.11 0.09 0.07 0.06 0.06 0.05 0.04 0.03 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.04 0.05 0.05 0.06 0.08 0.10 0.12 0.14 0.16 0.17 0.17 0.17
Geronticus eremita,BN06000,Ibis chauve,Northern Bald Ibis,1,0.095,0.064,resident,0.09 0.09 0.08 0.08 0.07 0.07 0.06 0.06 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.07 0.09 0.09 0.10 0.10 0.09 0.09 0.09 0.09 0.08
Lagopus muta,BN07400,Lagopède alpin,Rock Ptarmigan,1,0.074,0.063,resident,0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.05 0.05
Emberiza pusilla,BN05067,Bruant nain,Little Bunting,1,0.202,0.062,mixed,0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.07 0.07 0.07 0.07 0.06 0.06 0.05 0.04 0.03 0.03 0.03 0.02 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.05 0.09 0.11 0.15 0.18 0.19 0.20 0.18 0.15 0.14 0.10 0.09 0.08 0.07 0.07
Melanitta perspicillata,BN08590,Macreuse à front blanc,Surf Scoter,1,0.158,0.062,winter,0.13 0.12 0.11 0.10 0.09 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.06 0.07 0.06 0.03 0.02 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.04 0.07 0.09 0.11 0.12 0.13 0.14 0.15 0.15 0.16 0.15 0.15 0.13
Oceanites oceanicus,BN09970,Océanite de Wilson,Wilson's Storm Petrel,1,0.249,0.062,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.05 0.00 0.04 0.04 0.02 0.02 0.02 0.02 0.03 0.04 0.07 0.08 0.17 0.18 0.20 0.22 0.24 0.25 0.25 0.25 0.21 0.17 0.13 0.10 0.08 0.04 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Lyristes plebejus,BN08205,Cigale plébéienne,Common Cicada,0,0.229,0.061,summer,0.01 0.01 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.02 0.03 0.03 0.03 0.04 0.07 0.08 0.11 0.14 0.16 0.19 0.20 0.22 0.23 0.22 0.20 0.17 0.13 0.09 0.07 0.05 0.04 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01
Uromenus rugosicollis,BN15637,Éphippigère carénée,Rough Saddle Bush-cricket,0,0.175,0.059,summer,0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.05 0.07 0.09 0.11 0.13 0.14 0.16 0.17 0.17 0.17 0.16 0.16 0.16 0.16 0.15 0.13 0.12 0.12 0.09 0.07 0.05 0.04 0.04 0.02 0.02 0.01 0.01
Lophodytes cucullatus,BN08063,Harle couronné,Hooded Merganser,1,0.126,0.059,winter,0.12 0.13 0.12 0.12 0.11 0.10 0.10 0.10 0.09 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.03 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.04 0.05 0.06 0.07 0.08 0.09 0.11 0.11 0.11 0.12 0.12
Pastor roseus,BN10746,Étourneau roselin,Rosy Starling,1,0.131,0.059,summer,0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.01 0.01 0.04 0.05 0.07 0.11 0.12 0.13 0.12 0.11 0.11 0.11 0.10 0.10 0.10 0.10 0.10 0.10 0.11 0.12 0.12 0.12 0.11 0.11 0.10 0.10 0.09 0.07 0.05 0.02 0.02 0.02 0.01 0.01 0.01 0.01 0.01
Cervus nippon,BN02679,Cerf Sika,Sika Deer,0,0.088,0.058,mixed,0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.05 0.06 0.07 0.07 0.07 0.08 0.09 0.08 0.08 0.08 0.07 0.06 0.06 0.05 0.05 0.06 0.05 0.05 0.06 0.06 0.06 0.06
Stauroderus scalaris,BN14240,Criquet jacasseur,Ladder Grasshopper,0,0.192,0.057,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.03 0.06 0.08 0.10 0.11 0.13 0.15 0.17 0.18 0.19 0.19 0.19 0.18 0.16 0.14 0.13 0.12 0.10 0.09 0.08 0.06 0.04 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Alectoris graeca,BN00397,Perdrix bartavelle,Rock Partridge,1,0.094,0.057,mixed,0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.05 0.07 0.07 0.08 0.09 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
Physeter macrocephalus,BN11436,Grand cachalot,Sperm Whale,0,0.172,0.056,mixed,0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.05 0.05 0.04 0.06 0.04 0.03 0.04 0.13 0.17 0.16 0.12 0.04 0.03 0.03 0.05 0.06 0.07 0.06 0.07 0.02 0.03 0.02 0.06 0.10 0.07 0.07 0.05 0.03 0.03 0.09 0.14 0.15 0.07 0.04 0.04 0.02 0.02 0.02 0.02 0.02
Curruca subalpina,BN04091,Fauvette de Moltoni,Moltoni's Warbler,1,0.126,0.056,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.05 0.06 0.08 0.09 0.10 0.12 0.12 0.13 0.13 0.12 0.12 0.12 0.11 0.12 0.11 0.10 0.10 0.10 0.10 0.11 0.10 0.09 0.08 0.08 0.07 0.06 0.05 0.04 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Curruca cantillans,BN04072,Fauvette des Balkans,Eastern Subalpine Warbler,1,0.169,0.054,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.05 0.09 0.13 0.16 0.16 0.17 0.15 0.15 0.13 0.12 0.11 0.10 0.09 0.09 0.08 0.08 0.08 0.07 0.07 0.07 0.06 0.06 0.05 0.05 0.04 0.04 0.03 0.03 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Tetrastes bonasia,BN14850,Gélinotte des bois,Hazel Grouse,1,0.062,0.054,resident,0.05 0.05 0.05 0.05 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.05 0.06 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05
Pseudochorthippus montanus,BN12364,Criquet palustre,,0,0.183,0.052,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.03 0.05 0.10 0.13 0.15 0.15 0.17 0.18 0.18 0.18 0.18 0.18 0.17 0.17 0.16 0.13 0.08 0.03 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Alaudala rufescens,BN00369,Alouette pispolette,Mediterranean Short-toed Lark,1,0.08,0.052,resident,0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.06 0.06 0.07 0.08 0.08 0.08 0.08 0.07 0.07 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.05 0.04 0.04 0.04
Limnodromus scolopaceus,BN07880,Bécassin à long bec,Long-billed Dowitcher,1,0.075,0.05,mixed,0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.03 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.04 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.05
Loxia leucoptera,BN08139,Bec-croisé bifascié,Two-barred Crossbill,1,0.101,0.05,mixed,0.10 0.10 0.10 0.09 0.09 0.08 0.08 0.07 0.07 0.05 0.04 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.02 0.02 0.03 0.02 0.01 0.01 0.01 0.02 0.03 0.03 0.03 0.04 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.07 0.07 0.08 0.08 0.09 0.09 0.09 0.09
Lagopus lagopus,BN07398,Lagopède des saules,Willow Ptarmigan,1,0.067,0.05,resident,0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.06 0.06 0.07 0.06 0.06 0.06 0.05 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.04 0.05 0.05 0.05 0.05
Caprimulgus ruficollis,BN02404,Engoulevent à collier roux,Red-necked Nightjar,1,0.102,0.049,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.04 0.06 0.08 0.09 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.10 0.09 0.08 0.06 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Oxyura leucocephala,BN10446,Érismature à tête blanche,White-headed Duck,1,0.084,0.049,mixed,0.08 0.08 0.07 0.07 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.07 0.08 0.08 0.08 0.08 0.08 0.08
Pelobates fuscus,BN10826,Pélobate brun,Common Spadefoot,0,0.121,0.048,summer,0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.02 0.04 0.07 0.11 0.12 0.12 0.12 0.11 0.10 0.10 0.10 0.10 0.09 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.04 0.03 0.02 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Cecropis daurica,BN02536,Hirondelle striolée,Eastern Red-rumped Swallow,1,0.088,0.046,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.02 0.03 0.04 0.05 0.07 0.07 0.08 0.09 0.09 0.08 0.08 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.07 0.08 0.08 0.08 0.08 0.08 0.09 0.09 0.09 0.07 0.06 0.03 0.03 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00
Chersophilus duponti,BN02838,Alouette de Dupont,Dupont's Lark,1,0.074,0.044,mixed,0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.03 0.04 0.05 0.06 0.06 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02
Phoenicopterus chilensis,BN11185,Flamant du Chili,Chilean Flamingo,1,0.054,0.043,resident,0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04
Anser canagicus,BN00824,Oie empereur,Emperor Goose,1,0.07,0.042,mixed,0.06 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.05 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.02 0.02 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.06 0.06
Curruca sarda,BN04090,Fauvette sarde,Marmora's Warbler,1,0.065,0.042,mixed,0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.04 0.04 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.03 0.03 0.03 0.02 0.02 0.02 0.02 0.02
Polysarcus denticauda,BN11971,Barbitiste ventru,Bull Bush-cricket,0,0.163,0.041,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.04 0.07 0.10 0.13 0.15 0.15 0.16 0.16 0.16 0.16 0.15 0.14 0.13 0.11 0.07 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Chrysolophus pictus,BN03056,Faisan doré,Golden Pheasant,1,0.072,0.041,mixed,0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.05 0.06 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.05 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.02 0.03 0.02 0.03 0.03 0.03 0.04 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.04 0.03 0.03
Arcyptera fusca,BN01183,Arcyptère bariolée,Large Banded Grasshopper,0,0.124,0.04,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.05 0.06 0.07 0.08 0.10 0.10 0.11 0.12 0.12 0.12 0.12 0.11 0.10 0.10 0.10 0.09 0.08 0.08 0.06 0.05 0.02 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Rhacocleis annulata,BN13145,Decticelle annelée,,0,0.214,0.04,passage,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.02 0.03 0.05 0.09 0.10 0.13 0.15 0.18 0.19 0.21 0.21 0.20 0.13 0.08 0.05 0.03 0.01 0.00 0.00 0.00 0.00 0.00
Spilopelia senegalensis,BN14114,Tourterelle maillée,Laughing Dove,1,0.06,0.04,resident,0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.05 0.05 0.06 0.05 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05
Chenonetta jubata,BN02829,Canard à crinière,Maned Duck,1,0.058,0.04,resident,0.06 0.05 0.05 0.05 0.05 0.05 0.05 0.04 0.04 0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.05 0.05 0.05 0.05 0.05 0.05
Anser rossii,BN00829,Oie de Ross,Ross's Goose,1,0.08,0.04,winter,0.08 0.08 0.08 0.08 0.08 0.08 0.07 0.07 0.07 0.07 0.06 0.05 0.04 0.04 0.03 0.03 0.02 0.02 0.02 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.02 0.02 0.03 0.03 0.03 0.04 0.04 0.05 0.06 0.06 0.06 0.07 0.07 0.07
Hyla molleri,BN06803,Rainette ibérique,Iberian Tree Frog,0,0.074,0.039,summer,0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.03 0.04 0.06 0.07 0.07 0.07 0.07 0.07 0.07 0.07 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.06 0.05 0.04 0.03 0.02 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Acrocephalus paludicola,BN00092,Phragmite aquatique,Aquatic Warbler,1,0.219,0.038,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.02 0.03 0.04 0.04 0.04 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.04 0.07 0.13 0.18 0.20 0.22 0.20 0.17 0.13 0.07 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Pluvialis dominica,BN11797,Pluvier bronzé,American Golden Plover,1,0.125,0.036,passage,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.03 0.03 0.04 0.05 0.06 0.06 0.05 0.04 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.03 0.05 0.07 0.10 0.11 0.12 0.12 0.12 0.12 0.11 0.10 0.07 0.04 0.03 0.02 0.01 0.00 0.00 0.00
Pholidoptera aptera,BN11207,Pholidoptère sonore,Alpine Dark Bush-cricket,0,0.094,0.035,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.02 0.03 0.04 0.05 0.06 0.07 0.07 0.08 0.08 0.08 0.09 0.09 0.09 0.09 0.08 0.08 0.08 0.08 0.07 0.07 0.06 0.06 0.05 0.03 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Omocestus raymondi,BN10139,Criquet des garrigues,Raymond's Grasshopper,0,0.098,0.035,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.04 0.05 0.07 0.08 0.09 0.10 0.09 0.08 0.07 0.07 0.06 0.05 0.05 0.04 0.04 0.04 0.03 0.03 0.04 0.04 0.05 0.06 0.06 0.06 0.06 0.05 0.04 0.04 0.03 0.02 0.01 0.00 0.00 0.00 0.00
Curruca nisoria,BN04088,Fauvette épervière,Barred Warbler,1,0.165,0.033,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.03 0.07 0.11 0.15 0.16 0.12 0.07 0.05 0.05 0.04 0.04 0.03 0.03 0.04 0.04 0.04 0.05 0.06 0.06 0.06 0.06 0.05 0.05 0.03 0.03 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00
Locustella fluviatilis,BN08001,Locustelle fluviatile,River Warbler,1,0.169,0.032,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.04 0.08 0.12 0.14 0.16 0.17 0.16 0.15 0.13 0.11 0.07 0.04 0.03 0.03 0.02 0.02 0.02 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Phylloscopus proregulus,BN11373,Pouillot de Pallas,Pallas's Leaf Warbler,1,0.108,0.031,mixed,0.04 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.03 0.03 0.02 0.02 0.02 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.04 0.06 0.09 0.11 0.11 0.10 0.09 0.08 0.07 0.05 0.04 0.04 0.04 0.04
Somateria spectabilis,BN14016,Eider à tête grise,King Eider,1,0.068,0.03,winter,0.06 0.07 0.07 0.05 0.05 0.05 0.05 0.06 0.05 0.05 0.05 0.05 0.06 0.05 0.05 0.04 0.02 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.02 0.04 0.05 0.06 0.05 0.06 0.07 0.07 0.06
Gomphocerus sibiricus,BN06090,Gomphocère des alpages,Club-legged Grasshopper,0,0.087,0.029,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.04 0.05 0.06 0.06 0.07 0.08 0.08 0.08 0.09 0.09 0.08 0.08 0.08 0.08 0.07 0.07 0.06 0.05 0.04 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Calidris subruficollis,BN02161,Bécasseau roussâtre,Buff-breasted Sandpiper,1,0.155,0.029,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.05 0.07 0.09 0.11 0.13 0.15 0.15 0.15 0.13 0.10 0.09 0.05 0.03 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Lanius minor,BN07519,Pie-grièche à poitrine rose,Lesser Grey Shrike,1,0.142,0.029,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.03 0.08 0.12 0.14 0.14 0.12 0.10 0.09 0.08 0.07 0.06 0.06 0.05 0.05 0.05 0.04 0.03 0.02 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
Dendrocopos syriacus,BN04408,Pic syriaque,Syrian Woodpecker,1,0.094,0.029,winter,0.09 0.09 0.09 0.08 0.07 0.06 0.05 0.04 0.03 0.03 0.02 0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.05 0.06 0.07 0.08 0.09 0.09 0.09 0.09
Vespertilio murinus,BN15731,Vespertilion bicolore,Particoloured Bat,0,0.062,0.027,mixed,0.02 0.02 0.02 0.02 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.01 0.02 0.02 0.02 0.03 0.04 0.05 0.05 0.05 0.05 0.05 0.06 0.06 0.06 0.06 0.06 0.05 0.05 0.05 0.04 0.04 0.03 0.02 0.02 0.02
Calidris fuscicollis,BN02148,Bécasseau à croupion blanc,White-rumped Sandpiper,1,0.102,0.027,mixed,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.02 0.03 0.02 0.02 0.02 0.02 0.02 0.02 0.03 0.03 0.04 0.05 0.06 0.07 0.09 0.09 0.10 0.10 0.10 0.10 0.10 0.08 0.06 0.03 0.01 0.00 0.00 0.00 0.00 0.00 0.00
