scientific_name,birdnet_id,common_name_fr,common_name_en,is_bird,peak_share,mean_share,status,weekly
Tachybaptus ruficollis,BN14587,Grèbe castagneux,Little Grebe,1,0.949,0.887,resident,0.88 0.89 0.95 0.93 0.89 0.90 0.88 0.88 0.88 0.88 0.88 0.89 0.90 0.90 0.89 0.89 0.88 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
Garrulus glandarius,BN05864,Geai des chênes,Eurasian Jay,1,0.98,0.885,resident,0.88 0.88 0.87 0.87 0.88 0.87 0.87 0.87 0.88 0.88 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.98 0.90 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
Dendrocopos major,BN04406,Pic épeiche,Great Spotted Woodpecker,1,0.987,0.885,resident,0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.90 0.92 0.99 0.95 0.93 0.89 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87
Aegithalos caudatus,BN00160,Orite à longue queue,Long-tailed Tit,1,0.969,0.885,resident,0.87 0.87 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.88 0.89 0.89 0.97 0.90 0.89 0.89 0.88 0.88 0.88 0.88 0.87 0.88 0.88 0.88
Rallus aquaticus,BN12975,Râle d'eau,Water Rail,1,0.928,0.885,resident,0.88 0.88 0.91 0.89 0.88 0.88 0.88 0.88 0.88 0.87 0.88 0.88 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.90 0.91 0.92 0.93 0.92 0.92 0.90 0.89 0.89 0.89 0.89
Anser anser,BN00821,Oie cendrée,Greylag Goose,1,0.963,0.884,resident,0.88 0.89 0.93 0.93 0.88 0.91 0.88 0.88 0.87 0.87 0.88 0.89 0.90 0.90 0.89 0.87 0.88 0.87 0.87 0.87 0.87 0.86 0.85 0.86 0.84 0.84 0.84 0.84 0.84 0.85 0.86 0.88 0.88 0.87 0.88 0.89 0.91 0.94 0.96 0.94 0.93 0.93 0.93 0.88 0.88 0.89 0.88 0.88
Alcedo atthis,BN00373,Martin-pêcheur d'Europe,Common Kingfisher,1,0.912,0.883,resident,0.88 0.88 0.91 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.89 0.88
Periparus ater,BN10919,Mésange noire,Coal Tit,1,0.97,0.882,resident,0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.97 0.95 0.95 0.89 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87
Prunella modularis,BN12272,Accenteur mouchet,Dunnock,1,0.945,0.882,resident,0.88 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.90 0.91 0.91 0.90 0.89 0.88 0.88 0.88 0.88 0.87 0.86 0.86 0.86 0.84 0.84 0.84 0.84 0.84 0.84 0.85 0.87 0.88 0.88 0.89 0.90 0.93 0.94 0.92 0.90 0.90 0.90 0.90 0.89 0.89 0.89 0.89 0.89
Turdus viscivorus,BN15495,Grive draine,Mistle Thrush,1,0.959,0.882,resident,0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.87 0.88 0.92 0.96 0.95 0.93 0.91 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.87
Serinus serinus,BN13853,Serin cini,European Serin,1,0.906,0.881,resident,0.87 0.87 0.87 0.86 0.86 0.87 0.87 0.87 0.87 0.87 0.88 0.89 0.90 0.91 0.90 0.90 0.90 0.90 0.89 0.89 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.89 0.88 0.89 0.89 0.89 0.88 0.87 0.88 0.87 0.88 0.88 0.88 0.89 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87
Anas crecca,BN00700,Sarcelle d'hiver,Green-winged Teal,1,0.949,0.881,resident,0.89 0.90 0.94 0.94 0.89 0.90 0.90 0.90 0.91 0.91 0.92 0.92 0.92 0.91 0.89 0.89 0.87 0.86 0.84 0.82 0.78 0.75 0.74 0.75 0.74 0.75 0.77 0.79 0.82 0.85 0.88 0.91 0.92 0.92 0.94 0.95 0.95 0.95 0.95 0.94 0.94 0.94 0.93 0.90 0.90 0.90 0.90 0.90
Milvus milvus,BN08945,Milan royal,Red Kite,1,0.898,0.881,resident,0.87 0.87 0.88 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.88 0.89 0.89 0.88 0.89 0.89 0.90 0.90 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.88 0.88 0.88 0.88 0.87 0.87 0.87 0.87
Corvus corone,BN03727,Corneille noire,Carrion Crow,1,0.947,0.88,resident,0.86 0.86 0.85 0.86 0.85 0.86 0.86 0.86 0.86 0.87 0.87 0.89 0.91 0.91 0.91 0.89 0.89 0.89 0.93 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.90 0.90 0.90 0.95 0.92 0.88 0.89 0.89 0.87 0.87 0.86 0.85 0.86 0.86 0.85
Tadorna tadorna,BN14645,Tadorne de Belon,Common Shelduck,1,0.943,0.879,resident,0.88 0.89 0.94 0.89 0.89 0.90 0.89 0.89 0.89 0.89 0.90 0.92 0.94 0.94 0.94 0.91 0.90 0.88 0.87 0.84 0.85 0.84 0.84 0.86 0.85 0.84 0.84 0.83 0.84 0.85 0.88 0.90 0.87 0.86 0.85 0.85 0.85 0.87 0.88 0.89 0.88 0.89 0.89 0.88 0.88 0.88 0.88 0.88
Phasianus colchicus,BN11087,Faisan de Colchide,Common Pheasant,1,0.896,0.879,resident,0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.89 0.89 0.89 0.88 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.90 0.88 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87
Gallinago gallinago,BN05787,Bécassine des marais,Common Snipe,1,0.963,0.876,resident,0.88 0.89 0.94 0.90 0.88 0.89 0.88 0.89 0.89 0.89 0.90 0.91 0.91 0.91 0.89 0.88 0.88 0.86 0.84 0.79 0.75 0.73 0.72 0.73 0.73 0.76 0.77 0.80 0.84 0.87 0.91 0.96 0.95 0.95 0.95 0.94 0.95 0.95 0.94 0.94 0.93 0.92 0.93 0.90 0.89 0.89 0.89 0.88
Tringa ochropus,BN15268,Chevalier cul-blanc,Green Sandpiper,1,0.964,0.876,resident,0.86 0.86 0.93 0.87 0.86 0.87 0.87 0.87 0.86 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.86 0.86 0.86 0.86 0.86 0.87 0.87 0.88 0.88 0.89 0.90 0.92 0.96 0.90 0.89 0.88 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.86
Ardea ibis,BN01195,Héron garde-boeufs,Western Cattle Egret,1,0.952,0.875,resident,0.85 0.85 0.85 0.84 0.84 0.83 0.84 0.84 0.85 0.86 0.86 0.88 0.93 0.92 0.91 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.88 0.88 0.87 0.87 0.87 0.88 0.95 0.91 0.94 0.89 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.88 0.87 0.87 0.86 0.85 0.85
Cygnus olor,BN04215,Cygne tuberculé,Mute Swan,1,0.936,0.874,resident,0.87 0.87 0.94 0.88 0.87 0.87 0.86 0.87 0.86 0.86 0.86 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.87 0.87 0.86 0.86 0.89 0.88 0.87 0.88 0.88 0.87 0.88 0.87 0.88 0.87 0.87 0.87
Emberiza schoeniclus,BN05071,Bruant des roseaux,Common Reed Bunting,1,0.991,0.874,resident,0.88 0.88 0.89 0.88 0.88 0.89 0.89 0.89 0.88 0.88 0.89 0.90 0.90 0.90 0.92 0.89 0.88 0.87 0.84 0.82 0.81 0.80 0.80 0.80 0.79 0.79 0.79 0.79 0.79 0.79 0.79 0.81 0.84 0.92 0.93 0.93 0.93 0.99 0.99 0.99 0.94 0.91 0.91 0.89 0.89 0.89 0.89 0.88
Passer montanus,BN10728,Moineau friquet,Eurasian Tree Sparrow,1,0.891,0.873,resident,0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.86 0.86 0.87 0.87 0.87 0.87 0.88 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.87
Aythya ferina,BN01550,Fuligule milouin,Common Pochard,1,0.943,0.87,resident,0.88 0.88 0.94 0.94 0.88 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.87 0.88 0.88 0.87 0.87 0.87 0.86 0.85 0.85 0.84 0.85 0.84 0.84 0.85 0.85 0.85 0.86 0.87 0.87 0.87 0.86 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.87 0.88 0.87 0.87 0.88 0.88 0.88
Emberiza calandra,BN05044,Bruant proyer,Corn Bunting,1,0.903,0.869,resident,0.85 0.85 0.86 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.86 0.88 0.89 0.90 0.90 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.86 0.86 0.86 0.87 0.86 0.86 0.86 0.86 0.85 0.85 0.85 0.85 0.85
Tyto alba,BN15560,Effraie des clochers,Western Barn Owl,1,0.886,0.867,resident,0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.86 0.86 0.86 0.86 0.86 0.86 0.87 0.87 0.88 0.88 0.88 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.86 0.86 0.86 0.86 0.85 0.85 0.85 0.85 0.85
Spatula clypeata,BN14030,Canard souchet,Northern Shoveler,1,0.942,0.866,resident,0.88 0.89 0.94 0.89 0.88 0.89 0.89 0.89 0.90 0.91 0.92 0.92 0.92 0.89 0.89 0.88 0.87 0.87 0.86 0.83 0.79 0.77 0.75 0.74 0.74 0.74 0.75 0.76 0.80 0.83 0.86 0.90 0.91 0.91 0.90 0.91 0.92 0.90 0.89 0.90 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88
Loxia curvirostra,BN08138,Bec-croisé des sapins,Red Crossbill,1,0.882,0.865,resident,0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.85 0.85 0.86 0.87 0.87 0.87 0.88 0.87 0.86 0.86 0.87 0.87 0.86 0.86 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.86 0.86 0.86 0.86 0.86
Athene noctua,BN01424,Chevêche d'Athéna,Little Owl,1,0.882,0.864,resident,0.86 0.85 0.85 0.85 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.87 0.86 0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.87 0.87 0.86 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.88 0.88 0.87 0.87 0.86 0.86 0.86 0.86 0.86 0.85 0.85 0.85 0.86 0.86
Ichthyaetus melanocephalus,BN07070,Mouette mélanocéphale,Mediterranean Gull,1,0.976,0.864,resident,0.80 0.80 0.80 0.81 0.81 0.81 0.82 0.84 0.87 0.89 0.92 0.96 0.98 0.97 0.97 0.96 0.90 0.86 0.82 0.80 0.78 0.77 0.77 0.77 0.79 0.81 0.85 0.85 0.89 0.91 0.92 0.92 0.91 0.91 0.91 0.91 0.91 0.91 0.92 0.93 0.92 0.90 0.86 0.82 0.81 0.81 0.80 0.80
Podiceps nigricollis,BN11816,Grèbe à cou noir,Black-necked Grebe,1,0.889,0.863,resident,0.88 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.88 0.89 0.88 0.88 0.86 0.84 0.83 0.82 0.81 0.80 0.79 0.79 0.79 0.80 0.81 0.82 0.84 0.85 0.86 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.88 0.88
Sitta europaea,BN13969,Sittelle torchepot,Eurasian Nuthatch,1,0.945,0.863,resident,0.84 0.84 0.85 0.85 0.84 0.85 0.84 0.84 0.85 0.85 0.85 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.87 0.87 0.86 0.87 0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.87 0.87 0.87 0.88 0.89 0.94 0.93 0.88 0.87 0.86 0.85 0.85 0.85 0.84 0.84 0.85 0.84
Vulpes vulpes,BN15821,Renard roux,Red Fox,0,0.874,0.862,resident,0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.85 0.86 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.87 0.86 0.86 0.86 0.86 0.86 0.86 0.87 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86
Numenius arquata,BN09882,Courlis cendré,Eurasian Curlew,1,0.933,0.862,resident,0.85 0.85 0.89 0.85 0.85 0.85 0.85 0.85 0.86 0.87 0.88 0.90 0.93 0.91 0.90 0.87 0.85 0.83 0.82 0.80 0.80 0.79 0.78 0.81 0.83 0.83 0.84 0.86 0.88 0.90 0.93 0.93 0.93 0.90 0.88 0.86 0.86 0.87 0.88 0.89 0.89 0.88 0.87 0.86 0.85 0.85 0.85 0.85
Strix aluco,BN14366,Chouette hulotte,Tawny Owl,1,0.879,0.86,resident,0.85 0.84 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.86 0.86 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.87 0.87 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.85 0.85 0.85 0.85 0.85 0.85 0.85
Picus viridis,BN11502,Pic vert,European Green Woodpecker,1,0.945,0.858,resident,0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.87 0.86 0.87 0.87 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.89 0.94 0.87 0.87 0.86 0.86 0.85 0.85 0.84 0.84 0.84 0.84 0.84
Mareca strepera,BN08405,Canard chipeau,Gadwall,1,0.932,0.858,resident,0.88 0.88 0.93 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.87 0.87 0.86 0.86 0.84 0.83 0.82 0.81 0.81 0.79 0.79 0.79 0.80 0.80 0.81 0.83 0.85 0.86 0.86 0.86 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.88 0.87 0.88
Lullula arborea,BN08166,Alouette lulu,Woodlark,1,0.876,0.858,resident,0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.86 0.86 0.86 0.87 0.87 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.87 0.87 0.86 0.86 0.86 0.86 0.85 0.84 0.84 0.83 0.84 0.84 0.85 0.85 0.86 0.87 0.88 0.88 0.88 0.87 0.87 0.86 0.86 0.85 0.85 0.85 0.85 0.85
Spinus spinus,BN14142,Tarin des aulnes,Eurasian Siskin,1,0.943,0.857,resident,0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.90 0.92 0.94 0.94 0.93 0.91 0.90 0.89 0.88 0.86 0.81 0.78 0.75 0.75 0.72 0.71 0.70 0.71 0.72 0.74 0.77 0.82 0.85 0.87 0.88 0.89 0.93 0.90 0.91 0.90 0.90 0.89 0.89 0.89 0.88 0.88 0.88 0.88
Coccothraustes coccothraustes,BN03381,Gros-bec casse-noyaux,Hawfinch,1,0.879,0.857,resident,0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.86 0.87 0.88 0.88 0.88 0.88 0.88 0.87 0.86 0.86 0.86 0.85 0.85 0.84 0.84 0.84 0.84 0.84 0.84 0.83 0.84 0.85 0.85 0.86 0.87 0.87 0.87 0.88 0.88 0.88 0.87 0.87 0.87 0.86 0.85 0.85 0.85 0.85
Pandion haliaetus,BN10591,Balbuzard pêcheur,Osprey,1,0.999,0.855,resident,0.70 0.69 0.69 0.69 0.70 0.73 0.75 0.78 0.82 0.83 0.85 0.88 0.88 0.89 0.93 0.89 0.90 0.90 0.93 0.89 0.88 0.88 0.87 0.87 0.89 0.87 0.88 0.88 0.89 0.96 0.98 1.00 1.00 1.00 0.99 0.96 0.96 0.92 0.89 0.88 0.86 0.85 0.83 0.79 0.77 0.74 0.71 0.70
Asio otus,BN01346,Hibou moyen-duc,Long-eared Owl,1,0.906,0.852,resident,0.83 0.83 0.83 0.83 0.82 0.83 0.83 0.84 0.84 0.85 0.87 0.88 0.90 0.91 0.89 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.87 0.86 0.85 0.85 0.84 0.84 0.84 0.84 0.83 0.83 0.83 0.84 0.84 0.85 0.86 0.88 0.89 0.88 0.84 0.84 0.84 0.82 0.83 0.83 0.83
Aythya fuligula,BN01551,Fuligule morillon,Tufted Duck,1,0.942,0.852,resident,0.88 0.89 0.94 0.93 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.87 0.86 0.85 0.83 0.82 0.81 0.80 0.79 0.79 0.78 0.78 0.78 0.79 0.79 0.79 0.80 0.80 0.81 0.82 0.84 0.86 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88
Ciconia ciconia,BN03108,Cigogne blanche,White Stork,1,0.916,0.852,resident,0.83 0.83 0.89 0.83 0.83 0.83 0.83 0.84 0.85 0.85 0.87 0.87 0.88 0.88 0.88 0.88 0.87 0.87 0.86 0.85 0.85 0.85 0.85 0.84 0.85 0.85 0.85 0.85 0.85 0.85 0.87 0.92 0.86 0.86 0.85 0.85 0.85 0.85 0.86 0.87 0.85 0.85 0.84 0.83 0.83 0.83 0.83 0.83
Columba oenas,BN03516,Pigeon colombin,Stock Dove,1,0.923,0.849,resident,0.83 0.84 0.84 0.83 0.83 0.83 0.84 0.84 0.85 0.85 0.86 0.88 0.87 0.86 0.86 0.86 0.86 0.86 0.86 0.84 0.83 0.83 0.82 0.83 0.82 0.82 0.82 0.82 0.82 0.82 0.83 0.83 0.84 0.84 0.86 0.87 0.89 0.92 0.92 0.90 0.90 0.89 0.88 0.85 0.84 0.83 0.84 0.83
Emberiza cirlus,BN05050,Bruant zizi,Cirl Bunting,1,0.871,0.848,resident,0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.85 0.85 0.86 0.86 0.87 0.87 0.86 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.85 0.85 0.85 0.85 0.85 0.84 0.84 0.85 0.85 0.84 0.84 0.85 0.85 0.84 0.83 0.84 0.84 0.84 0.83 0.83 0.83 0.83 0.84 0.84 0.84
Circus cyaneus,BN03240,Busard Saint-Martin,Hen Harrier,1,0.946,0.848,resident,0.88 0.88 0.88 0.88 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.85 0.81 0.77 0.75 0.74 0.73 0.73 0.73 0.74 0.75 0.76 0.78 0.79 0.81 0.82 0.85 0.87 0.89 0.91 0.95 0.91 0.90 0.90 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88
Emberiza citrinella,BN05051,Bruant jaune,Yellowhammer,1,0.869,0.846,resident,0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.85 0.85 0.85 0.85 0.86 0.86 0.87 0.87 0.87 0.87 0.86 0.85 0.85 0.85 0.84 0.83 0.83 0.83 0.83 0.83 0.82 0.83 0.82 0.82 0.83 0.83 0.84 0.86 0.87 0.86 0.87 0.86 0.86 0.85 0.85 0.85 0.85 0.85
Calidris alpina,BN02143,Bécasseau variable,Dunlin,1,0.97,0.845,resident,0.80 0.80 0.85 0.79 0.79 0.79 0.79 0.81 0.84 0.86 0.88 0.90 0.91 0.92 0.92 0.92 0.91 0.86 0.84 0.77 0.73 0.68 0.67 0.66 0.67 0.68 0.74 0.78 0.83 0.87 0.93 0.96 0.96 0.97 0.95 0.93 0.94 0.94 0.93 0.93 0.91 0.90 0.90 0.85 0.84 0.82 0.81 0.81
Tringa totanus,BN15272,Chevalier gambette,Common Redshank,1,0.955,0.843,resident,0.74 0.75 0.79 0.77 0.75 0.77 0.77 0.79 0.82 0.84 0.87 0.91 0.91 0.91 0.90 0.88 0.88 0.88 0.86 0.85 0.86 0.85 0.85 0.85 0.86 0.87 0.88 0.88 0.91 0.93 0.95 0.95 0.94 0.94 0.89 0.88 0.87 0.87 0.86 0.83 0.81 0.79 0.78 0.77 0.75 0.75 0.74 0.74
Pyrrhula pyrrhula,BN12908,Bouvreuil pivoine,Eurasian Bullfinch,1,0.862,0.839,resident,0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.85 0.84 0.84 0.84 0.84 0.84 0.84 0.83 0.83 0.82 0.83 0.82 0.82 0.82 0.81 0.81 0.81 0.81 0.81 0.81 0.81 0.82 0.83 0.85 0.85 0.86 0.86 0.86 0.86 0.86 0.85 0.85 0.85 0.85 0.85
Astur gentilis,BN01392,Autour des palombes,Eurasian Goshawk,1,0.879,0.839,resident,0.82 0.82 0.82 0.82 0.82 0.82 0.82 0.82 0.83 0.83 0.83 0.84 0.85 0.85 0.86 0.86 0.86 0.85 0.84 0.83 0.82 0.81 0.81 0.81 0.80 0.81 0.82 0.83 0.84 0.85 0.86 0.87 0.87 0.87 0.87 0.87 0.88 0.87 0.87 0.87 0.87 0.86 0.85 0.84 0.83 0.82 0.82 0.82
Upupa epops,BN15597,Huppe fasciée,Common Hoopoe,1,0.999,0.838,resident,0.72 0.72 0.73 0.72 0.73 0.74 0.76 0.78 0.82 0.84 0.87 0.88 0.89 0.90 0.90 0.90 0.90 0.89 0.89 0.88 0.88 0.88 0.88 0.89 0.88 0.89 0.90 0.90 0.90 0.96 1.00 1.00 0.90 0.88 0.88 0.87 0.87 0.85 0.82 0.80 0.78 0.76 0.75 0.74 0.73 0.73 0.72 0.72
Tringa nebularia,BN15267,Chevalier aboyeur,Common Greenshank,1,0.982,0.837,resident,0.77 0.76 0.82 0.76 0.76 0.76 0.77 0.78 0.81 0.83 0.85 0.86 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.85 0.83 0.82 0.81 0.82 0.82 0.83 0.85 0.86 0.88 0.89 0.96 0.98 0.90 0.89 0.88 0.87 0.87 0.86 0.85 0.86 0.85 0.84 0.82 0.81 0.79 0.77 0.77 0.77
Erinaceus europaeus,BN05227,Hérisson commun,Common Hedgehog,0,0.864,0.836,resident,0.80 0.79 0.79 0.78 0.78 0.78 0.78 0.79 0.80 0.82 0.83 0.85 0.85 0.86 0.85 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.86 0.85 0.85 0.85 0.85 0.86 0.86 0.86 0.86 0.85 0.83 0.83 0.82 0.81 0.80 0.80 0.80
Certhia brachydactyla,BN02659,Grimpereau des jardins,Short-toed Treecreeper,1,0.855,0.836,resident,0.83 0.84 0.85 0.84 0.84 0.84 0.83 0.84 0.83 0.83 0.84 0.85 0.86 0.85 0.85 0.85 0.85 0.85 0.85 0.84 0.84 0.84 0.83 0.83 0.83 0.83 0.83 0.84 0.84 0.83 0.84 0.84 0.83 0.82 0.83 0.83 0.83 0.82 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83
Meles meles,BN08653,Blaireau européen,European Badger,0,0.854,0.833,resident,0.83 0.83 0.84 0.83 0.84 0.84 0.83 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.84 0.85 0.85 0.85 0.84 0.84 0.84 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.82 0.83 0.83 0.84 0.84 0.83 0.83 0.82 0.82 0.82 0.82 0.82 0.83 0.82 0.82
Cettia cetti,BN02684,Bouscarle de Cetti,Cetti's Warbler,1,0.911,0.833,resident,0.82 0.82 0.82 0.82 0.81 0.81 0.80 0.81 0.81 0.82 0.84 0.86 0.88 0.89 0.91 0.90 0.90 0.90 0.89 0.87 0.85 0.85 0.84 0.83 0.82 0.81 0.81 0.80 0.80 0.80 0.80 0.81 0.81 0.82 0.82 0.82 0.83 0.82 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.83 0.82
Milvus migrans,BN08944,Milan noir,Black Kite,1,0.922,0.831,resident,0.75 0.75 0.75 0.75 0.76 0.76 0.78 0.80 0.81 0.83 0.85 0.86 0.87 0.87 0.87 0.88 0.89 0.88 0.88 0.87 0.87 0.87 0.87 0.86 0.86 0.86 0.87 0.86 0.86 0.87 0.88 0.92 0.88 0.88 0.87 0.87 0.88 0.87 0.86 0.83 0.80 0.78 0.77 0.75 0.73 0.73 0.73 0.74
